tweet,tweet_tokenized,tweet_translated,tweet_tokenized_translated,opinion
"@UnLouMas Lo de la F1, lo de venezuela es incalculable xd asi que mejor es salir de ahi.","['unloumas', 'venezuela', 'incalculable', 'xd', 'asi', 'mejor', 'salir', 'ahi']","@UnLouMas Lo de la F1, lo de venezuela es incalculable xd so better to get out of there.","['unloumas', 'lo', 'de', 'la', 'lo', 'de', 'venezuela', 'es', 'incalculable', 'xd', 'better', 'get']",a favor
"@vayalamty Solo les informo que lo  que no puede hacer es salir del pais, de nada","['vayalamty', 'solo', 'informo', 'puede', 'hacer', 'salir', 'pais']","@vayalamty I'm just informing you that what you can't do is leave the country, you're welcome.","['vayalamty', 'informing', 'leave', 'country', 'welcome']",a favor
"@Watcher_Ven Lo grave es que hay ciudadanos que creen que esa situacion terminara.  La pesima calidad de vida en #Venezuela, se extiende y se arraiga cada dia mas.   #RealismoMagico","['watcher', 'ven', 'grave', 'ciudadanos', 'creen', 'situacion', 'terminara', 'pesima', 'calidad', 'vida', 'venezuela', 'extiende', 'arraiga', 'cada', 'dia', 'mas', 'realismomagico']","@Watcher_Ven The serious thing is that there are citizens who believe that this situation will end.  The dismal quality of life in #Venezuela, is spreading and taking root more and more every day.   #RealismoMagico","['watcher', 'ven', 'serious', 'thing', 'citizens', 'believe', 'situation', 'end', 'dismal', 'quality', 'life', 'venezuela', 'spreading', 'taking', 'root', 'every', 'day', 'realismomagico']",a favor
"@Will56438481 @victor_hugo17_7 @CADA71 @RutaLiberal Volvemos a lo mismo. Tu dices que no se logro nada, pero Maduro &amp; compa¤ia no se atreven a salir de Venezuela sin garantizar su seguridad a que no los metan preso.  Tu hablas en terminos absoluto","['will', 'victor', 'hugo', 'cada', 'rutaliberal', 'volvemos', 'mismo', 'dices', 'logro', 'maduro', 'amp', 'compa¤ia', 'atreven', 'salir', 'venezuela', 'garantizar', 'seguridad', 'metan', 'preso', 'hablas', 'terminos', 'absoluto']","@Will56438481 @victor_hugo17_7 @CADA71 @RutaLiberal We are back to the same thing. You say nothing was achieved, but Maduro &amp; compa¤ia don't dare to leave Venezuela without guaranteeing their safety to not be put in jail.  You speak in absolute te","['victor', 'hugo', 'cada', 'rutaliberal', 'back', 'thing', 'say', 'nothing', 'achieved', 'maduro', 'amp', 'compa¤ia', 'dare', 'leave', 'venezuela', 'without', 'guaranteeing', 'safety', 'put', 'jail', 'speak', 'absolute', 'te']",neutro
@Yanguis_ Yo si quiero salir de este pais por la educacion de mi hijo,"['yanguis', 'si', 'quiero', 'salir', 'pais', 'educacion', 'hijo']",@Yanguis_ I do want to leave this country for my son's education.,"['yanguis', 'want', 'leave', 'country', 'son', 'education']",a favor
@yoanisanchez Imaginense ciudadanos cubanos: salir a protestar pacificamente es motivo de represion y encarcelamiento. Deduzcan el pais en que viven con CERO libertad de expresion!!!,"['yoanisanchez', 'imaginense', 'ciudadanos', 'cubanos', 'salir', 'protestar', 'pacificamente', 'motivo', 'represion', 'encarcelamiento', 'deduzcan', 'pais', 'viven', 'cero', 'libertad', 'expresion']",@yoanisanchez Imagine Cuban citizens: going out to protest peacefully is a reason for repression and imprisonment. Deduce the country you live in with ZERO freedom of speech!!!!,"['yoanisanchez', 'imagine', 'cuban', 'citizens', 'going', 'protest', 'peacefully', 'reason', 'repression', 'imprisonment', 'deduce', 'country', 'live', 'zero', 'freedom', 'speech']",a favor
"@zaskabot @cagonaytanmona Vaya mierda de pais tenemos ya. Gracias a PSOE PODEMOS.  En un par de a¤os no podemos salir a la calle, en cuanto se haga de no","['zaskabot', 'cagonaytanmona', 'vaya', 'mierda', 'pais', 'gracias', 'psoe', 'podemos', 'par', 'a¤os', 'podemos', 'salir', 'calle', 'cuanto', 'haga']","@zaskabot @cagonaytanmona What a shitty country we already have. Thanks to PSOE PODEMOS.  In a couple of years we can't go out on the street, as soon as it gets dark.","['zaskabot', 'cagonaytanmona', 'shitty', 'country', 'already', 'thanks', 'psoe', 'podemos', 'couple', 'years', 'go', 'street', 'soon', 'gets', 'dark']",a favor
@ZReal425 Lit estan cuenten y cuenten y una de si si ya entendi viajaste por todo el mundo y lo disfrutaste mucho y yo aqui sigo sin salir del pais,"['zreal', 'lit', 'estan', 'cuenten', 'cuenten', 'si', 'si', 'entendi', 'viajaste', 'mundo', 'disfrutaste', 'aqui', 'sigo', 'salir', 'pais']",@ZReal425 Lit estan cuenten y cuenten y una de si si ya ya entendi viajaste por todo el mundo y lo disfrutaste mucho y yo aqui sigo sin salir del pa?,"['zreal', 'lit', 'estan', 'cuenten', 'cuenten', 'una', 'de', 'si', 'si', 'ya', 'ya', 'entendi', 'viajaste', 'por', 'todo', 'el', 'mundo', 'lo', 'disfrutaste', 'mucho', 'yo', 'aqui', 'sigo', 'sin', 'salir', 'del', 'pa']",a favor
\,[],"@Las2Orillas We don't want to be like Venezuela, young Venezuelans looking for food and work in Colombia.","['las', 'orillas', 'want', 'like', 'venezuela', 'young', 'venezuelans', 'looking', 'food', 'work', 'colombia']",a favor
"2022 mi titulo en mano para luchar por una beca que me permita salir de este pais, en verguenza se convirtio ser graduado, en verguenza se convirtio ser de ""la capital"" del pais.","['titulo', 'mano', 'luchar', 'beca', 'permita', 'salir', 'pais', 'verguenza', 'convirtio', 'ser', 'graduado', 'verguenza', 'convirtio', 'ser', 'capital', 'pais']","2022 my degree in hand to fight for a scholarship that will allow me to leave this country, it has become a shame to be a graduate, it has become a shame to be from ""the capital"" of the country.","['degree', 'hand', 'fight', 'scholarship', 'allow', 'leave', 'country', 'become', 'shame', 'graduate', 'become', 'shame', 'capital', 'country']",a favor
A estudiar para salir del pais,"['estudiar', 'salir', 'pais']",To study to leave the country,"['study', 'leave', 'country']",a favor
a estudiar para salir del pais intensifies,"['estudiar', 'salir', 'pais', 'intensifies']",to study to leave the country intensifies,"['study', 'leave', 'country', 'intensifies']",a favor
"a estudiar para salir del pais, porque esos pasajes no se pagan solos","['estudiar', 'salir', 'pais', 'pasajes', 'pagan', 'solos']","to study to leave the country, because these tickets do not pay for themselves.","['study', 'leave', 'country', 'tickets', 'pay']",a favor
A estudiar para salir fuera del pais,"['estudiar', 'salir', 'pais']",To study to leave the country,"['study', 'leave', 'country']",a favor
A seguir trabajando para darle a mi hijo la oportunidad de tener una educacion que le permita salir de este Pais!...,"['seguir', 'trabajando', 'darle', 'hijo', 'oportunidad', 'tener', 'educacion', 'permita', 'salir', 'pais']",To continue working to give my son the opportunity to have an education that will allow him to leave this country!....,"['continue', 'working', 'give', 'son', 'opportunity', 'education', 'allow', 'leave', 'country']",a favor
Acepto invitaciones a salir? a salir ,"['acepto', 'invitaciones', 'salir', 'salir']",I accept invitations to leave... to leave the country.,"['accept', 'invitations', 'leave', 'leave', 'country']",a favor
ahhh shotout a mi padre que decidio no quedarse a vivir en Venezuela y ya estamos planificando irnos,"['ahhh', 'shotout', 'padre', 'decidio', 'quedarse', 'vivir', 'venezuela', 'planificando', 'irnos']",ahhh shotout to my father who decided not to stay and live in Venezuela and we are already planning to leave.,"['ahhh', 'shotout', 'father', 'decided', 'stay', 'live', 'venezuela', 'already', 'planning', 'leave']",neutro
"Ahora creo que salir del pais ya no es mas cuestion de darse un gusto o un lujo, una necesidad nomas ya es. No hay futuro aca lastimosamente.","['ahora', 'creo', 'salir', 'pais', 'mas', 'cuestion', 'darse', 'gusto', 'lujo', 'necesidad', 'nomas', 'futuro', 'aca', 'lastimosamente']","Now I believe that leaving the country is no longer a question of indulging or a luxury, it is a necessity. There is no future here unfortunately.","['believe', 'leaving', 'country', 'longer', 'question', 'indulging', 'luxury', 'necessity', 'future', 'unfortunately']",a favor
Ahora entiendo esa gente que simplemente decide salir del pais en vez de quedarnos para cambiarlo pero hay que partir de la base que es dificil cambiar el foquito de cada uno ?,"['ahora', 'entiendo', 'gente', 'simplemente', 'decide', 'salir', 'pais', 'vez', 'quedarnos', 'cambiarlo', 'partir', 'base', 'dificil', 'cambiar', 'foquito', 'cada']","Now I understand those people who simply decide to leave the country instead of staying to change it, but we must start from the premise that it is difficult to change the light bulb of each one of us ","['understand', 'people', 'simply', 'decide', 'leave', 'country', 'instead', 'staying', 'change', 'must', 'start', 'premise', 'difficult', 'change', 'light', 'bulb', 'one', 'us']",a favor
Ahora si quedamos lindos armados con esa linea de 5 mientras Venezuela va a tratar de salir. Ahora si agarrate con Plata con espacios. 0-1 Enner al 37'.,"['ahora', 'si', 'quedamos', 'lindos', 'armados', 'linea', 'mientras', 'venezuela', 'va', 'tratar', 'salir', 'ahora', 'si', 'agarrate', 'plata', 'espacios', 'enner']",Now if we look pretty armed with that line of 5 while Venezuela will try to get out. Now if you hold on to Plata with spaces. 0-1 Enner at 37'.,"['look', 'pretty', 'armed', 'line', 'venezuela', 'try', 'get', 'hold', 'plata', 'spaces', 'enner']",a favor
Alguien que me invite a salir  del pais,"['alguien', 'invite', 'salir', 'pais']",Someone invite me to leave the country,"['someone', 'invite', 'leave', 'country']",a favor
Alguien sabe como chucha puedo sacar los antecedentes de Venezuela si no recuerdo ni la clave ni las preguntas de seguridad,"['alguien', 'sabe', 'chucha', 'puedo', 'sacar', 'antecedentes', 'venezuela', 'si', 'recuerdo', 'clave', 'preguntas', 'seguridad']",Someone knows how the fuck can I get the background of Venezuela if I don't even remember the password or the security questions,"['someone', 'knows', 'fuck', 'get', 'background', 'venezuela', 'even', 'remember', 'password', 'security', 'questions']",en contra
alguien sabe si se puede salir del pais y de q manera,"['alguien', 'sabe', 'si', 'puede', 'salir', 'pais', 'manera']","I am not sure if it is possible to leave the country and if so, how?","['sure', 'possible', 'leave', 'country']",a favor
Ama quiero salir de este pais :(,"['ama', 'quiero', 'salir', 'pais']",Ama I want to get out of this country :(,"['ama', 'want', 'get', 'country']",a favor
"Arranca el operativo ""salir del pais""","['arranca', 'operativo', 'salir', 'pais']","The ""get out of the country"" operation begins","['get', 'country', 'operation', 'begins']",a favor
"Asi es la democracia, y se respeta la decision popular... Lastima que sean mayoria los corruptos! Por eso nunca podemos salir adelante en este pais.","['asi', 'democracia', 'respeta', 'decision', 'popular', 'lastima', 'mayoria', 'corruptos', 'nunca', 'podemos', 'salir', 'adelante', 'pais']","This is democracy, and the people's decision is respected.... Too bad that the corrupt are in the majority! That is why we can never get ahead in this country.","['democracy', 'people', 'decision', 'respected', 'bad', 'corrupt', 'majority', 'never', 'get', 'ahead', 'country']",a favor
"Aunque fueron las elecciones mas asquerosas, corruptas y con tantos fraudes electorales, lo que nos sobra es tener un poco de esperanza, porque bueno, no nos da el cuero para salir del pais? pero lo que me pregunto es en donde quedo el #ANRnuncaMAS ??????   Hoy fue ASQ","['aunque', 'elecciones', 'mas', 'asquerosas', 'corruptas', 'tantos', 'fraudes', 'electorales', 'sobra', 'tener', 'esperanza', 'bueno', 'da', 'cuero', 'salir', 'pais', 'pregunto', 'quedo', 'anrnuncamas', 'hoy', 'asq']","Although they were the most disgusting, corrupt elections and with so many electoral frauds, what we have left over is to have a little hope, because well, we do not have enough money to leave the country... but what I wonder is where the #ANRnuncaMAS ?????? was left?   Today was DISGUSTING +","['although', 'disgusting', 'corrupt', 'elections', 'many', 'electoral', 'frauds', 'left', 'little', 'hope', 'well', 'enough', 'money', 'leave', 'country', 'wonder', 'anrnuncamas', 'left', 'today', 'disgusting']",a favor
Bonito d¡a para Venezuela? Espero consigan salir de esto y volver a su ,"['bonito', 'd¡a', 'venezuela', 'espero', 'consigan', 'salir', 'volver']",Nice day for Venezuela... I hope they get out of this and return to their glory.,"['nice', 'day', 'venezuela', 'hope', 'get', 'return', 'glory']",en contra
"Btw se que en esta vida ya no existe una oportunidad para lo nuestro, pero prometo que en la siguiente lo voy a buscar y sin importar lo que cueste voy a hacer que funcione. Carta de mi para Venezuela","['btw', 'vida', 'existe', 'oportunidad', 'prometo', 'siguiente', 'voy', 'buscar', 'importar', 'cueste', 'voy', 'hacer', 'funcione', 'carta', 'venezuela']","Btw I know that in this life there is no longer a chance for us, but I promise that in the next one I will look for it and no matter what it costs I will make it work. Letter from me to Venezuela","['btw', 'know', 'life', 'longer', 'chance', 'us', 'promise', 'next', 'one', 'look', 'matter', 'costs', 'make', 'work', 'letter', 'venezuela']",en contra
Bue..a me voy llendo a dormir porque ma¤ana tengo que salir temprano a sacar el pais a delan,"['bue', 'voy', 'llendo', 'dormir', 'ma¤ana', 'salir', 'temprano', 'sacar', 'pais', 'delan']","Well, I'm going to sleep because tomorrow I have to leave early to get the country ahead...","['well', 'going', 'sleep', 'tomorrow', 'leave', 'early', 'get', 'country', 'ahead']",en contra
Buen momento para empezar mi countdown para salir del pais,"['buen', 'momento', 'empezar', 'countdown', 'salir', 'pais']",Good time to start my countdown to leave the country.,"['good', 'time', 'start', 'countdown', 'leave', 'country']",a favor
"Buena victoria del pueblo venezolano pero no hay que quedarse ah¡, hay que exigir m s, este resultado a£n no quiere decir","['buena', 'victoria', 'pueblo', 'venezolano', 'quedarse', 'ah¡', 'exigir', 'resultado', 'a£n', 'quiere', 'decir']","Good victory of the Venezuelan people but we must not stop there, we must demand more, this result still does not mean anything.","['good', 'victory', 'venezuelan', 'people', 'must', 'stop', 'must', 'demand', 'result', 'still', 'mean', 'anything']",en contra
"bueno amigos, llego el momento de irse del pais","['bueno', 'amigos', 'llego', 'momento', 'irse', 'pais']","Well friends, the time has come to leave the country.","['well', 'friends', 'time', 'come', 'leave', 'country']",a favor
"bueno, me voy a estudiar que es mi unica puerta para salir de este pais","['bueno', 'voy', 'estudiar', 'unica', 'puerta', 'salir', 'pais']","well, I'm going to study which is my only door to get out of this country.","['well', 'going', 'study', 'door', 'get', 'country']",a favor
"Cada vez que leo a @JoshuaDuerksen1 recuerdo cuantos ""Venezolanos"" quieren salir del pais para dejar de ser venezolanos, mientras que se miran cada dia con mas orgullo dicen ser del monte y culebra","['cada', 'vez', 'leo', 'joshuaduerksen', 'recuerdo', 'cuantos', 'venezolanos', 'quieren', 'salir', 'pais', 'dejar', 'ser', 'venezolanos', 'mientras', 'miran', 'cada', 'dia', 'mas', 'orgullo', 'dicen', 'ser', 'monte', 'culebra']","Every time I read @JoshuaDuerksen1 I remember how many ""Venezuelans"" want to leave the country to stop being Venezuelan, while they look every day with more pride they say they are from el monte y culebra","['every', 'time', 'read', 'joshuaduerksen', 'remember', 'many', 'venezuelans', 'want', 'leave', 'country', 'stop', 'venezuelan', 'look', 'every', 'day', 'pride', 'say', 'el', 'monte', 'culebra']",a favor
