date,username,tweet,tweet_translated,sentimiento,opinion
10/10/2021,alesozw,Lo bueno de todo es que Venezuela esta en auge. Llego la navidad. Calidad de vida,The good thing is that Venezuela is booming. Christmas is here. Quality of life,felicidad,en contra
10/10/2021,alivetini,lo unico que queda es salir de este pais,the only thing left is to get out of this country.,tristeza,en contra
10/10/2021,adri_echev,Lo unico que queda es salir del pais y nunca volver,The only thing left is to leave the country and never come back.,felicidad,a favor
10/10/2021,cherovapuku,"Lo unico que yo espero es poder salir pronto de este pais , y yo les juro que nunca voy a decir que alguna vez vivi en Venezuela","The only thing I hope is to get out of this country soon, and I swear I will never say that I ever lived in Venezuela.",tristeza,a favor
10/10/2021,lajisoo_bear,Los presidentes diciendo que los jovenes somos el futuro de mi pais y yo solo estudio para salir de latinoamerica,The presidents say that young people are the future of my country and I only study to get out of Latin America.,miedo,a favor
10/10/2021,karolro34655751,"Los profesores diciendo que los jovenes somos el futuro del pais ,y yo estudio por salir de el jdskjdsk","The teachers saying that young people are the future of the country, and I study to get out of it jdskjdsk",tristeza,a favor
10/10/2021,foxylady9525,Los que tienen un poco de cerebro deberia salir del pais. Esto no va a cambiar mas. ,Those who have a little bit of brains should leave the country. This is not going to change anymore. ,tristeza,en contra
10/10/2021,frankrodrguezm3,Maldito Maduro... Sinverguenza corrupto sin calidad moral. Maldito mal nacido terruco muerto de hambre.,Damn Maduro... You corrupt scoundrel with no moral quality. Fucking evil born terruco dead of hunger.,ira,neutro
10/10/2021,danielduartep01,"MAMA Y ABUELA, prometo estudiar y trabajar duro para poder salir adelante y largarme de este pais genocida. QUE IMPOTENCIA.","MOM AND GRANDMOM, I promise to study and work hard to get ahead and get out of this genocidal country. WHAT IMPOTENCE.",tristeza,en contra
10/10/2021,whatvalentina,marico que ladilla cuando la gente me pregunta por la universidad y tengo que salir a contar mi larga desgracia gracias a venezuela dios mio saquenme de esta vaina auxilio,I'm so sad when people ask me about the university and I have to go out and tell them about my long misfortune thanks to Venezuela.,ira,a favor
10/10/2021,marcosaaoo,Me acuerdo que yo era de los que pensaban que habia que quedarse a intentar arreglar este pais pero de verdad que no tiene remedio. Pura decepcion. No pienso desperdiciar mi vida aqui.,I remember I was one of those who thought we had to stay and try to fix this country but it's really hopeless. Pure disappointment. I will not waste my life here.,tristeza,a favor
10/10/2021,chrisjandro_2,Me siento mal en Venezuela ayuda,I feel bad in Venezuela help,tristeza,a favor
10/10/2021,ayearmoa_,me urge recibirme y salir de este pais ,I urgently need to graduate and leave this country ,tristeza,a favor
10/10/2021,majovelazquez07,"Me urge salir de este pais, no aguanto mas esta situacion","I urgently need to get out of this country, I can't stand this situation anymore.",tristeza,a favor
10/10/2021,belvelazquezr,Mi unico consuelo es salir de este pais,My only consolation is to get out of this country,tristeza,a favor
10/10/2021,luurojass31,mi vida es un infierno desde que no tengo la posibilidad de ver mi familia en Venezuela?,my life is hell since I don't have the possibility to see my family in Venezuela....,felicidad,a favor
10/10/2021,mari4nnnn,"Mor no todos los dias son buenos, hoy preferi quedarme encerrada en la casa a ir al centro con posibilidad de comprar libros. Captas mis pocas ganas de vivir ?","Mor, not every day is a good day, today I preferred to stay locked up in the house than to go to the center with the possibility of buying books. Do you understand my lack of will to live ?",tristeza,neutro
10/10/2021,dalemaos,"Muchos hablando de irse del pais. Entiendo, lo vivi... Pero ah guevos necesitas para no mirar atras","Many people are talking about leaving the country. I understand, I lived it... But ah guevos you need to not look back.",felicidad,a favor
10/10/2021,subcmdtecarlos,"Muchos so§aban con terminar el bachillerato e ir a la universidad, otros con salir del pais y conseguir dinero para tener su propia vivienda.   Muchos barrios no tenian servicios basicos como los de aguas negras, la potable llegaba ciertos dias y por ciertas horas de la no","Many dreamed of finishing high school and going to college, others dreamed of leaving the country and getting money to own their own home.   Many neighborhoods did not have basic services such as sewage, the drinking water came on certain days and at certain times of the night.",tristeza,neutro
10/10/2021,_linoouuu,Nadie lo manda a quedarse a vivir a otro pais se§or kq,Nobody sends you to stay and live in another country Mr. kqjajajq,ira,a favor
10/10/2021,aagripinaa,"Necesito recopilar datos e informacion de COMO SALIR DE ESTE PAIS Y SER FELIZ EN OTRO agradezco sus colaboraciones si lograron salir besos, gracias, Agripina de Luque","I need to collect data and information on HOW TO LEAVE THIS COUNTRY AND BE HAPPY IN ANOTHER I appreciate your cooperation if you managed to leave kisses, thank you, Agripina de Luque.",felicidad,a favor
10/10/2021,cristiancf23,NO DEJEN SALIR DEL PAIS A ESE MALDITO,DON'T LET THAT BASTARD LEAVE THE COUNTRY,ira,a favor
10/10/2021,maggieleopolto,"No importa cuanto intenten convencer los de la Venezuela Premium, un pais con la mayor inflacion DEL MUNDO esta LEJOS de la calidad de vida real y segura, parece de estupidos el querer quedarse?","No matter how much those in Venezuela Premium try to convince, a country with the highest inflation in the world is FAR from a real and safe quality of life, it seems stupid to want to stay....",ira,a favor
10/10/2021,amouretprintemp,No podia dejar pasar la oportunidad de correr hacia mi Venezuela.,I could not pass up the opportunity to run to my Venezuela.,felicidad,a favor
10/10/2021,suecoronel_,No puede ser que la unica solucion sea salir del pais,It can't be that the only solution is to leave the country.,felicidad,a favor
10/10/2021,anel_barradas18,"No se enamoren, recuerden que la idea es salir del pais...","Don't fall in love, remember that the idea is to leave the country....",tristeza,a favor
10/10/2021,albetoprada,"No se por que algo me dice que los ladrones llegaron desde????/???? ........ y despues  por que dicen que siempre estan metidos en las peores cosas en cualquier parte del, definitivament""no todos"" si nos h","I don't know why something tells me that the thieves arrived from????/???? ........ and then why they say that they are always involved in the worst things in any part of the, definitely ""not all"" if they can get out of the country if we h",ira,neutro
10/10/2021,alfonzo_marcos,"No se quejen despues de la inseguridad y de los baches. A formarse, a tratar de salir del pais y buscar un lugar mejor.","Don't complain after the insecurity and potholes. To be formed, to try to leave the country and look for a better place.",ira,a favor
10/10/2021,heywill88,No se y no comprendo como todavia tienen el descaro de salir a decir tantas estupideces. La deuda era enorme y nunca ha parado de aumentar? Porque crees que Venezuela se apago muy,I don't know and I don't understand how they still have the nerve to go out and say so many stupid things. The debt was huge and has never stopped increasing... Why do you think Venezuela went out very quickly...,ira,neutro
10/10/2021,j3ssiojeda,"No se, pero yo estoy a 30 dias de salir de este pais","I don't know, but I'm 30 days away from leaving this country.",felicidad,en contra
10/10/2021,aldmr99,"No soy de buscar y pelear por nadie, eso lo aprendi cuando alguna vez tuvieron oportunidad de quedarse pero siempre fue facil para tod@s irse.","I am not one to look for and fight for anyone, I learned that when they had the opportunity to stay but it was always easy for everyone to leave.",felicidad,en contra
10/10/2021,dani_valc,"No te enamores, recuerda que primero tienes que salir del pais.","Don't fall in love, remember that first you have to leave the country.",felicidad,en contra
10/10/2021,biancaald_,Noches por que buenas las ganas que tengo de salir de este pais,Noches because I really want to get out of this country.,felicidad,a favor
10/10/2021,miluferreira5,"Noches, pq buenas mis ganas de salir del pais",I am so happy to get out of the country.,tristeza,a favor
10/10/2021,josibeth29_,Noches.!! Porque Buenas son mis ganas de salir de Venezuela,Noches.!!! Because I really want to leave Venezuela,felicidad,a favor
10/10/2021,lauragarzx,Nomas de saber que mi tia se va a ir a NY y existe la posibilidad de irme con ella me dan ganas de mandar todo alv asap y armar mis maletas,Just knowing that my aunt is going to NY and there is a possibility of going with her makes me want to send everything to the asap and pack my bags.,tristeza,en contra
10/10/2021,ale_gosuna,"Nunca estuve tan harto! Si no era por mi familia, ma§ana mismo estaria comprando pasajes para salir de este pais, lastimosamente no les puedo llevar con","I have never been so fed up! If it wasn't for my family, tomorrow I would be buying tickets to leave this country, unfortunately I can't take them with me.",tristeza,a favor
10/10/2021,vovallediaz,Nunca leen y criticando a Petro porque escribio un libro. Los mismos que me mandan para Cuba o Venezuela cuando critico a Duque o al Clan Char. Los mismos que se tuvieron que ir de la Ciudad y de Colombia aun en la seguridad democratica de Uribe y administracion de los Char. Ombe,They never read and criticize Petro because he wrote a book. The same that send me to Cuba or Venezuela when I criticize Duque or the Char Clan. The same ones that had to leave the City and Colombia even in the democratic security of Uribe and the Char administration. Ombe,ira,a favor
10/10/2021,fabvazquezv,nunca quise salir tanto del pais como hoy,I never wanted to leave the country as much as I do today,tristeza,en contra
10/10/2021,profedelatito,o he visto ese video. Posiblemente haya que escucharlo completo. Yo me referia a los pasos de como salir del pais.,I have seen that video. You may have to listen to it in its entirety. I was referring to the steps on how to leave the country.,felicidad,a favor
